source,utm_source,utm_medium,utm_campaign,utm_term,utm_content,pageviews,device,country,region,city,program_interest,years_experience,current_role,salary_range,intent_text,avg_response_time_minutes,typical_objection,contacted_y,meeting_y,enrolled_y,lost_reason,lead_score,propensity_contact,propensity_meeting,propensity_enroll,expected_gmv_inr,expected_ltv_inr,cost_per_lead_inr,roi_expected,priority_bucket,time_to_first_touch_target_minutes
direct,direct,referral,ds_bootcamp_q3,full+stack+developer,v2,8,mobile,IN,DL,Delhi,Python,4,working_professional,<3L,New to field; need beginner-friendly curriculum,15,schedule_conflict,1,1,0,timing,69,0.944,0.842,0.551,17309,19288,53,326.58,B,17
organic_search,organic_search,social,data_analytics_fasttrack,machine+learning+bootcamp,video,5,mobile,IN,WB,Kolkata,Machine Learning,0,working_professional,<3L,Looking to switch career in 3–6 months,19,compare_options,0,0,0,no_response,50,0.731,0.365,0.046,6749,8004,284,23.76,C,99
organic_search,organic_search,referral,data_analytics_fasttrack,cybersecurity+program,longform,5,desktop,IN,RJ,Jaipur,Cybersecurity,0,student,<3L,Prefer weekend classes; working full-time,40,compare_options,0,0,0,no_response,55,0.85,0.516,0.127,11405,13688,46,247.93,B,16
paid_search,paid_search,organic,fsd_career_switch,data+analytics+certificate,v2,5,mobile,IN,KA,Bengaluru,Data Analytics,8,student,10–15L,Want a job-ready course with placement support,35,need_more_info,1,1,0,research_only,64,0.959,0.748,0.344,22091,28756,2022,10.93,B,58
paid_social,paid_social,social,ml_advanced,machine+learning+bootcamp,longform,3,mobile,IN,TN,Chennai,Cybersecurity,4,working_professional,6–10L,Already coding; want advanced projects,33,need_more_info,1,0,0,research_only,53,0.827,0.436,0.131,16893,19850,890,18.98,C,144
direct,direct,cpm,cyber_jumpstart,python+course,text,6,mobile,IN,TN,Coimbatore,Data Science,4,student,3–6L,Comparing programs; need scholarship info,5,schedule_conflict,1,1,0,timing,57,0.848,0.587,0.15,21134,26855,11,1921.27,B,41
influencer,influencer,social,cyber_jumpstart,data+science+course,text,2,mobile,IN,KA,Bengaluru,Data Analytics,2,student,6–10L,Looking to switch career in 3–6 months,22,authenticity,1,1,0,competitor,48,0.736,0.322,0.056,6052,7483,1130,5.36,C,195
paid_search,paid_search,cpm,cloud_devops_kickoff,full+stack+developer,longform,3,mobile,IN,DL,Delhi,Full-Stack Development,0,working_professional,6–10L,Comparing programs; need scholarship info,15,need_more_info,1,0,0,research_only,55,0.852,0.509,0.138,16113,18806,2064,7.81,B,35
affiliate,affiliate,social,cloud_devops_kickoff,machine+learning+bootcamp,carousel,3,mobile,IN,TS,Hyderabad,Full-Stack Development,5,student,15L+,Interested if EMI available and recorded sessions,17,fees_high,1,0,0,budget,46,0.655,0.249,0.052,5659,6226,1364,4.15,C,225
organic_search,organic_search,organic,ml_advanced,full+stack+developer,longform,8,mobile,IN,GJ,Vadodara,Data Analytics,0,student,15L+,New to field; need beginner-friendly curriculum,24,schedule_conflict,1,1,0,timing,54,0.811,0.489,0.141,9047,12049,270,33.51,C,153
paid_search,paid_search,email,fsd_career_switch,python+course,v2,4,mobile,IN,MH,Pune,Machine Learning,0,working_professional,10–15L,Want a job-ready course with placement support,37,need_more_info,1,1,0,research_only,64,0.928,0.747,0.371,52580,61657,2113,24.88,B,59
organic_search,organic_search,cpm,cloud_devops_kickoff,data+analytics+certificate,v2,2,mobile,IN,TN,Coimbatore,Data Analytics,1,student,3–6L,Looking to switch career in 3–6 months,46,schedule_conflict,1,1,1,,54,0.799,0.449,0.132,114666,138690,268,427.86,C,222
paid_search,paid_search,email,data_analytics_fasttrack,devops+training,video,3,mobile,IN,TS,Hyderabad,Machine Learning,0,working_professional,10–15L,Interested if EMI available and recorded sessions,33,fees_high,1,1,0,budget,50,0.778,0.33,0.099,9856,11039,2112,4.67,C,157
organic_search,organic_search,referral,cloud_devops_kickoff,devops+training,v1,2,mobile,IN,GJ,Vadodara,Machine Learning,3,working_professional,3–6L,Prefer weekend classes; working full-time,10,compare_options,1,1,0,competitor,55,0.856,0.494,0.107,11336,12725,39,290.67,B,51
organic_search,organic_search,cpm,data_analytics_fasttrack,machine+learning+bootcamp,v1,8,desktop,IN,MH,Pune,Cloud & DevOps,0,working_professional,NA,Want a job-ready course with placement support,30,schedule_conflict,1,1,1,,52,0.773,0.436,0.073,105147,122365,152,691.76,C,202
organic_search,organic_search,cpc,cyber_jumpstart,cybersecurity+program,v2,8,mobile,IN,TS,Hyderabad,Full-Stack Development,7,working_professional,10–15L,New to field; need beginner-friendly curriculum,41,compare_options,1,1,1,,68,0.949,0.854,0.482,90595,99847,34,2664.56,B,41
organic_search,organic_search,email,fsd_career_switch,devops+training,carousel,4,mobile,SG,SG,Singapore,Python,0,student,10–15L,Interested if EMI available and recorded sessions,50,compare_options,1,1,0,competitor,52,0.764,0.429,0.067,2049,2509,150,13.66,C,114
email,email,referral,fsd_career_switch,data+analytics+certificate,v1,5,desktop,UK,SCT,Edinburgh,Python,5,working_professional,10–15L,Want a job-ready course with placement support,37,not_interested,1,0,0,research_only,42,0.528,0.185,0.011,647,828,516,1.25,C,126
paid_social,paid_social,referral,fsd_career_switch,machine+learning+bootcamp,v1,3,mobile,IN,DL,Delhi,Machine Learning,4,working_professional,10–15L,Looking to switch career in 3–6 months,22,time_commitment,0,0,0,no_response,52,0.769,0.433,0.122,19409,21704,1301,14.92,C,149
direct,direct,cpc,fsd_career_switch,machine+learning+bootcamp,video,4,mobile,IN,KA,Mysuru,Cybersecurity,4,unemployed,15L+,Comparing programs; need scholarship info,6,schedule_conflict,1,1,0,timing,51,0.8,0.368,0.108,11471,13328,95,120.75,C,153
direct,direct,cpc,python_fundamentals,data+analytics+certificate,carousel,2,mobile,IN,GJ,Vadodara,Data Science,7,student,NA,New to field; need beginner-friendly curriculum,9,need_more_info,1,1,1,,57,0.873,0.553,0.164,91801,108592,82,1119.52,B,45
paid_search,paid_search,cpm,ds_bootcamp_q3,full+stack+developer,carousel,5,mobile,IN,KA,Bengaluru,Data Analytics,3,student,15L+,Want a job-ready course with placement support,19,fees_high,1,1,1,,73,0.98,0.907,0.656,111883,145198,2368,47.25,B,28
paid_search,paid_search,cpm,fsd_career_switch,devops+training,video,3,mobile,IN,DL,Delhi,Python,1,working_professional,15L+,New to field; need beginner-friendly curriculum,41,fees_high,1,1,0,budget,57,0.888,0.537,0.162,6473,7674,2145,3.02,B,52
paid_social,paid_social,social,cloud_devops_kickoff,machine+learning+bootcamp,v1,1,mobile,IN,KA,Bengaluru,Cloud & DevOps,2,student,3–6L,New to field; need beginner-friendly curriculum,41,need_more_info,1,0,0,research_only,44,0.638,0.232,0.049,6823,7623,1417,4.82,C,222
influencer,influencer,email,cloud_devops_kickoff,machine+learning+bootcamp,v1,3,desktop,IN,RJ,Jaipur,Cybersecurity,6,unemployed,NA,Already coding; want advanced projects,58,authenticity,0,0,0,no_response,43,0.579,0.202,0.044,4201,5407,2115,1.99,C,196
paid_search,paid_search,email,cloud_devops_kickoff,devops+training,v2,5,mobile,IN,RJ,Jaipur,Machine Learning,1,working_professional,6–10L,Interested if EMI available and recorded sessions,27,need_more_info,1,1,0,research_only,63,0.955,0.715,0.339,44047,48501,2201,20.01,B,53
direct,direct,social,ml_advanced,data+analytics+certificate,video,6,mobile,IN,GJ,Vadodara,Data Analytics,6,freelancer,3–6L,New to field; need beginner-friendly curriculum,19,need_more_info,1,1,0,research_only,63,0.938,0.749,0.306,26165,30557,19,1377.11,B,38
direct,direct,organic,ml_advanced,cybersecurity+program,carousel,4,mobile,SG,SG,Singapore,Machine Learning,3,student,3–6L,Already coding; want advanced projects,23,need_more_info,1,0,0,research_only,58,0.895,0.603,0.222,30996,35142,96,322.88,B,31
organic_search,organic_search,email,ml_advanced,cybersecurity+program,video,4,desktop,IN,MH,Pune,Machine Learning,0,student,NA,Looking to switch career in 3–6 months,45,schedule_conflict,1,1,1,,65,0.938,0.792,0.418,132624,161883,3,44208.0,B,32
direct,direct,organic,ds_bootcamp_q3,machine+learning+bootcamp,v2,7,tablet,IN,TN,Coimbatore,Cloud & DevOps,0,freelancer,NA,Looking to switch career in 3–6 months,25,need_more_info,0,0,0,no_response,55,0.841,0.528,0.127,12823,14624,73,175.66,B,46
referral,referral,cpm,fsd_career_switch,data+analytics+certificate,v1,3,mobile,IN,MH,Pune,Machine Learning,3,working_professional,6–10L,Comparing programs; need scholarship info,20,fees_high,1,1,1,,61,0.919,0.705,0.263,151938,177268,52,2921.88,B,54
organic_search,organic_search,cpm,cloud_devops_kickoff,cybersecurity+program,v1,3,mobile,IN,GJ,Ahmedabad,Cybersecurity,0,working_professional,6–10L,Interested if EMI available and recorded sessions,50,compare_options,0,0,0,no_response,51,0.758,0.394,0.053,5999,7057,184,32.6,C,127
referral,referral,organic,python_fundamentals,devops+training,carousel,2,mobile,IN,DL,Delhi,Machine Learning,6,working_professional,10–15L,Already coding; want advanced projects,20,finance_options,1,1,0,budget,56,0.846,0.512,0.175,18803,21685,174,108.06,B,19
organic_search,organic_search,organic,python_fundamentals,full+stack+developer,text,5,mobile,IN,KA,Bengaluru,Full-Stack Development,1,working_professional,6–10L,Looking to switch career in 3–6 months,34,schedule_conflict,1,1,1,,54,0.804,0.481,0.131,109541,137059,260,421.31,C,129
paid_social,paid_social,cpc,cyber_jumpstart,python+course,text,1,desktop,IN,WB,Kolkata,Data Science,0,working_professional,15L+,Looking to switch career in 3–6 months,48,need_more_info,0,0,0,no_response,43,0.586,0.201,0.01,945,1154,1101,0.86,C,221
referral,referral,cpm,fsd_career_switch,data+analytics+certificate,v2,4,desktop,IN,MH,Mumbai,Cloud & DevOps,6,student,6–10L,Looking to switch career in 3–6 months,25,finance_options,1,1,1,,72,0.98,0.898,0.633,136862,180719,14,9775.86,B,38
affiliate,affiliate,cpc,python_fundamentals,machine+learning+bootcamp,text,3,tablet,AE,AUH,Abu Dhabi,Cybersecurity,2,student,3–6L,Looking to switch career in 3–6 months,62,fees_high,1,0,0,budget,42,0.552,0.146,0.036,4485,5720,1596,2.81,C,135
email,email,organic,python_fundamentals,data+science+course,v1,3,mobile,AE,AUH,Abu Dhabi,Python,5,freelancer,6–10L,Looking to switch career in 3–6 months,35,not_interested,0,0,0,no_response,45,0.647,0.218,0.01,267,317,357,0.75,C,153
affiliate,affiliate,email,cloud_devops_kickoff,cybersecurity+program,carousel,3,mobile,IN,GJ,Ahmedabad,Cybersecurity,3,unemployed,NA,Comparing programs; need scholarship info,67,compare_options,0,0,0,no_response,49,0.748,0.334,0.042,4331,4909,613,7.07,C,88
referral,referral,cpc,ds_bootcamp_q3,devops+training,v1,5,mobile,IN,DL,Delhi,Cybersecurity,0,working_professional,NA,Want a job-ready course with placement support,5,fees_high,1,0,0,budget,54,0.808,0.46,0.142,14749,17907,149,98.99,C,222
organic_search,organic_search,cpc,data_analytics_fasttrack,python+course,longform,2,mobile,IN,TN,Coimbatore,Python,6,student,10–15L,Prefer weekend classes; working full-time,34,compare_options,1,0,0,competitor,47,0.697,0.287,0.071,2455,3090,19,129.21,C,122
paid_search,paid_search,social,ds_bootcamp_q3,machine+learning+bootcamp,v2,4,mobile,IN,GJ,Vadodara,Data Science,3,working_professional,<3L,Interested if EMI available and recorded sessions,43,compare_options,1,1,0,competitor,64,0.911,0.734,0.363,29120,32557,1260,23.11,B,50
referral,referral,organic,data_analytics_fasttrack,devops+training,text,2,mobile,IN,RJ,Jaipur,Python,8,student,15L+,Interested if EMI available and recorded sessions,19,fees_high,1,1,0,budget,60,0.88,0.66,0.224,12121,14401,24,505.04,B,20
direct,direct,cpc,ds_bootcamp_q3,cybersecurity+program,video,4,mobile,IN,WB,Kolkata,Data Science,4,working_professional,15L+,Want a job-ready course with placement support,21,need_more_info,1,0,0,research_only,61,0.909,0.674,0.276,24931,33114,7,3561.57,B,60
email,email,social,cloud_devops_kickoff,data+science+course,v2,5,mobile,IN,TS,Hyderabad,Cloud & DevOps,1,student,10–15L,Want a job-ready course with placement support,113,time_commitment,1,1,1,,51,0.788,0.398,0.111,107028,132122,548,195.31,C,119
direct,direct,cpc,cloud_devops_kickoff,devops+training,v2,4,mobile,IN,WB,Kolkata,Python,2,student,10–15L,Want a job-ready course with placement support,11,schedule_conflict,1,0,0,timing,59,0.901,0.625,0.243,6284,7930,27,232.74,B,33
paid_social,paid_social,referral,ds_bootcamp_q3,full+stack+developer,text,4,mobile,UK,SCT,Edinburgh,Full-Stack Development,0,student,3–6L,New to field; need beginner-friendly curriculum,36,need_more_info,1,0,0,research_only,54,0.854,0.477,0.125,11923,14021,865,13.78,C,77
organic_search,organic_search,cpm,data_analytics_fasttrack,data+science+course,longform,5,mobile,AE,AUH,Abu Dhabi,Data Science,3,working_professional,3–6L,Already coding; want advanced projects,16,schedule_conflict,1,1,0,timing,61,0.902,0.699,0.241,29852,34909,5,5970.4,B,27
email,email,referral,data_analytics_fasttrack,cybersecurity+program,longform,4,mobile,IN,MH,Pune,Cybersecurity,1,student,<3L,Comparing programs; need scholarship info,31,time_commitment,1,0,0,timing,42,0.576,0.142,0.052,5117,6637,457,11.2,C,154
influencer,influencer,cpm,cloud_devops_kickoff,full+stack+developer,video,4,mobile,IN,TN,Coimbatore,Cloud & DevOps,0,working_professional,<3L,Looking to switch career in 3–6 months,21,need_more_info,1,1,0,research_only,50,0.773,0.333,0.043,4800,5392,1141,4.21,C,184
paid_social,paid_social,social,ds_bootcamp_q3,data+science+course,v2,1,mobile,IN,WB,Kolkata,Data Science,0,student,15L+,Interested if EMI available and recorded sessions,79,time_commitment,1,1,0,timing,42,0.532,0.191,0.025,2359,2644,1071,2.2,C,179
email,email,cpc,cloud_devops_kickoff,machine+learning+bootcamp,longform,4,mobile,US,CA,San Francisco,Python,6,student,<3L,New to field; need beginner-friendly curriculum,113,not_interested,0,0,0,no_response,45,0.644,0.234,0.01,527,667,342,1.54,C,226
direct,direct,email,python_fundamentals,data+science+course,video,7,mobile,IN,RJ,Jaipur,Machine Learning,3,working_professional,3–6L,Interested if EMI available and recorded sessions,11,need_more_info,1,1,1,,68,0.972,0.84,0.526,153466,177756,61,2515.84,B,38
influencer,influencer,cpm,data_analytics_fasttrack,full+stack+developer,v2,4,tablet,IN,TN,Coimbatore,Data Science,1,working_professional,<3L,Prefer weekend classes; working full-time,38,authenticity,1,1,0,competitor,55,0.825,0.52,0.114,14938,16946,1392,10.73,B,50
paid_search,paid_search,cpm,data_analytics_fasttrack,full+stack+developer,text,5,mobile,IN,KA,Bengaluru,Data Analytics,5,student,15L+,New to field; need beginner-friendly curriculum,22,fees_high,1,1,0,budget,57,0.896,0.548,0.199,12140,16098,1344,9.03,B,33
paid_search,paid_search,cpc,data_analytics_fasttrack,machine+learning+bootcamp,video,9,desktop,IN,RJ,Jaipur,Machine Learning,1,working_professional,15L+,Prefer weekend classes; working full-time,21,need_more_info,1,1,1,,72,0.947,0.917,0.643,121005,145570,2272,53.26,B,31
email,email,organic,python_fundamentals,machine+learning+bootcamp,v2,3,mobile,IN,KA,Mysuru,Cybersecurity,3,working_professional,3–6L,Prefer weekend classes; working full-time,82,time_commitment,0,0,0,no_response,41,0.555,0.172,0.01,986,1178,706,1.4,C,153
paid_social,paid_social,email,ds_bootcamp_q3,data+science+course,text,2,mobile,IN,RJ,Jaipur,Cybersecurity,1,working_professional,10–15L,Comparing programs; need scholarship info,31,time_commitment,1,1,0,timing,43,0.594,0.193,0.044,5736,7099,1008,5.69,C,222
affiliate,affiliate,cpm,cyber_jumpstart,devops+training,video,5,mobile,IN,MH,Mumbai,Data Science,0,working_professional,<3L,Looking to switch career in 3–6 months,66,fees_high,1,1,0,budget,47,0.705,0.244,0.032,2671,2954,684,3.9,C,82
organic_search,organic_search,organic,cyber_jumpstart,cybersecurity+program,video,5,desktop,IN,DL,Delhi,Full-Stack Development,3,student,6–10L,Want a job-ready course with placement support,31,schedule_conflict,0,0,0,no_response,63,0.928,0.71,0.335,41122,45761,78,527.21,B,59
email,email,cpm,cyber_jumpstart,devops+training,v1,5,mobile,IN,RJ,Jaipur,Cloud & DevOps,5,working_professional,10–15L,Prefer weekend classes; working full-time,85,not_interested,0,0,0,no_response,43,0.553,0.208,0.01,1132,1313,464,2.44,C,188
organic_search,organic_search,cpc,ds_bootcamp_q3,full+stack+developer,longform,2,mobile,IN,RJ,Jaipur,Full-Stack Development,4,working_professional,6–10L,Want a job-ready course with placement support,20,compare_options,1,0,0,competitor,57,0.852,0.578,0.192,18394,21684,156,117.91,B,18
paid_search,paid_search,cpc,cyber_jumpstart,data+analytics+certificate,v2,5,mobile,IN,MH,Mumbai,Cybersecurity,6,working_professional,6–10L,New to field; need beginner-friendly curriculum,37,need_more_info,1,1,1,,66,0.949,0.815,0.405,91554,119101,2251,40.67,B,29
organic_search,organic_search,referral,ml_advanced,devops+training,longform,4,desktop,US,NY,New York,Data Science,3,unemployed,3–6L,Looking to switch career in 3–6 months,45,compare_options,1,0,0,competitor,58,0.855,0.604,0.165,20624,24941,43,479.63,B,24
email,email,referral,ds_bootcamp_q3,data+science+course,video,2,desktop,IN,GJ,Ahmedabad,Full-Stack Development,5,working_professional,6–10L,Comparing programs; need scholarship info,45,not_interested,0,0,0,no_response,52,0.789,0.41,0.068,8710,11149,595,14.64,C,181
direct,direct,social,ml_advanced,python+course,v2,7,desktop,UK,SCT,Edinburgh,Cloud & DevOps,4,student,6–10L,Prefer weekend classes; working full-time,20,schedule_conflict,1,0,0,timing,60,0.931,0.658,0.231,21282,26920,7,3040.29,B,15
organic_search,organic_search,email,data_analytics_fasttrack,data+science+course,v1,4,mobile,AE,AUH,Abu Dhabi,Cybersecurity,1,student,3–6L,Looking to switch career in 3–6 months,36,compare_options,0,0,0,no_response,49,0.75,0.329,0.035,3041,3919,157,19.37,C,124
